"sample","iM","Val"
"p1k_00459","Nitrogen",-3
"p1k_00778","Nitrogen",-5
"p1k_00922","Nitrogen",-8
"p1k_00662","Nitrogen",-5
"p1k_00685","Nitrogen",-8
"p1k_00969","Nitrogen",-3
"p1k_00104","Nitrogen",-10
"p1k_00117","Nitrogen",-4
"p1k_00923","Nitrogen",-8
"p1k_00057","Nitrogen",-4
"p1k_00914","Nitrogen",-9
"p1k_00382","Nitrogen",-3
"p1k_00171","Nitrogen",-8
"p1k_00430","Nitrogen",-4
"p1k_00910","Nitrogen",-10
"p1k_00948","Nitrogen",-5
"p1k_01037","Nitrogen",-7
"p1k_00748","Nitrogen",-5
"p1k_01038","Nitrogen",-6
"p1k_00336","Nitrogen",-4
"p1k_00850","Nitrogen",-8
"p1k_00811","Nitrogen",-8
"p1k_00474","Nitrogen",-5
"p1k_00195","Nitrogen",-10
"p1k_00271","Nitrogen",-10
"p1k_00477","Nitrogen",-5
"p1k_00732","Nitrogen",-7
"p1k_00373","Nitrogen",-3
"p1k_00335","Nitrogen",-9
"p1k_00491","Nitrogen",-7
"p1k_00575","Nitrogen",-10
"p1k_00576","Nitrogen",-6
"p1k_00062","Nitrogen",-5
"p1k_00428","Nitrogen",-3
"p1k_00158","Nitrogen",-4
"p1k_00902","Nitrogen",-8
"p1k_00618","Nitrogen",-3
"p1k_00269","Nitrogen",-7
"p1k_00805","Nitrogen",-5
"p1k_00019","Nitrogen",-10
"p1k_00456","Nitrogen",-5
"p1k_00511","Nitrogen",-6
"p1k_00868","Nitrogen",-8
"p1k_00872","Nitrogen",-3
"starve_series__t03_starve","Nitrogen",-8
"p1k_00413","Nitrogen",-3
"p1k_00176","Nitrogen",-3
"p1k_00011","Nitrogen",-7
"starve_series__t25_growth2","Nitrogen",-9
"p1k_00764","Nitrogen",-4
"p1k_00630","Nitrogen",-8
"p1k_00163","Nitrogen",-3
"p1k_00409","Nitrogen",-4
"p1k_00322","Nitrogen",-9
"p1k_00752","Nitrogen",-9
"p1k_00344","Nitrogen",-6
"p1k_00546","Nitrogen",-8
"p1k_00191","Nitrogen",-7
"p1k_01040","Nitrogen",-7
"p1k_00654","Nitrogen",-6
"p1k_00324","Nitrogen",-9
"p1k_00657","Nitrogen",-7
"p1k_00488","Nitrogen",-9
"p1k_00903","Nitrogen",-7
"p1k_00341","Nitrogen",-9
"starve_series__t16_starve","Nitrogen",-3
